,count_of_sizes,colors,product_code,star_rating,Size,comfort,quality,n_reviews,yes_recommendations,%_recommended
339,15,"['Obsidian/Summit White/Ashen Slate/Obsidian', 'White/White', 'Summit White/Summit White/White/Desert Ochre', 'White/Pearl Pink/Action Green/Opti Yellow', 'White/Black/Sanddrift', 'White/Black', 'Summit White/Coconut Milk/Summit White/Summit White', 'White/Sail/Doll/Military Blue', 'White/White/White']",DD9625-400,5,50.0,92.0,54.48,28.0,6.0,21.43
340,15,['Black/White/Metallic Gold'],FZ6829-002,0,,,,0.0,,
341,10,"['Off Noir/Off Noir', 'Red Stardust/Red Stardust']",DX6405-600,4.5,68.0,82.0,62.82,13.0,5.0,38.46
342,0,[None],,,,,,,,
343,15,"['Platinum Violet/Coconut Milk/Volt/Sail', 'White/Rugged Orange', 'White/White/White']",DX5883-100,4.6,59.0,83.0,49.85,119.0,9.0,7.56
344,2,['White/White'],749867-105,4.9,50.0,100.0,52.67,25.0,2.0,8.0
345,0,"['Pink Oxford/White/Pink Oxford', 'Rush Fuchsia/Rush Fuchsia/Pale Ivory/Rush Fuchsia', 'Neutral Olive/Sail/Neutral Olive']",DV7415-600,4.6,45.0,79.0,43.82,67.0,5.0,7.46
346,9,['Black'],560250F-001,4.6,,,,39.0,,
347,9,"['Natural/Natural/Natural', 'Smoke Grey/Smoke Grey', 'Earth/Earth', 'Midnight Navy/Midnight Navy']",DM0886-100,3,50.0,100.0,61.11,3.0,1.0,33.33
348,5,"['Sail/Light Lemon Twist/Guava Ice/Fierce Pink', 'Racer Blue/Lime Blast/Safety Orange/White']",DH5359-100,4.8,50.0,100.0,75.0,15.0,,
349,19,['Navy/Noble Green/White/Summit White'],CZ2959-402,4.8,46.0,79.0,43.32,121.0,6.0,4.96
350,26,['Multi-Color/Multi-Color'],HF0004-900,,,,,,,
351,15,"['Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color']",FB2392-900,,,,,,,
352,0,"['Doll/Lilac/Rush Orange/White', 'Medium Soft Pink/Summit White/Pearl Pink/Light Crimson', 'Black/White', 'Black/Lapis/Light Thistle/Neptune Green', 'Black/White']",DA8570-600,4.5,48.0,93.0,48.6,167.0,8.0,4.79
353,15,"['Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color']",DZ3621-900,,,,,,,
354,20,"['Sail/Light Lemon Twist/Guava Ice/Fierce Pink', 'Racer Blue/Lime Blast/Safety Orange/White', 'Blue Chill/Bright Crimson/White/Black', 'Hyper Pink/Laser Orange/Black', 'Bright Crimson/Volt/White/Black', 'White/Metallic Silver/Pure Platinum/Black', 'Black/Dark Smoke Grey/Light Smoke Grey/Metallic Silver']",DC8725-101,4.9,50.0,100.0,51.45,23.0,1.0,4.35
355,26,['Multi-Color/Multi-Color'],FB2390-900,,,,,,,
356,2,"['Anthracite/Black/Sail/Gym Red', 'Galactic Jade/Sail/Team Gold/Desert', 'Black/Guava Ice/Sail/Sky J Mauve', 'Off White/Medium Soft Pink/White/Cool Grey', 'Team Gold/Brown Kelp/Sail/Shadow Brown']",FB9019-700,5,,,,15.0,,
357,20,"['Racer Blue/Safety Orange/White', 'Black/Light Lemon Twist/Fierce Pink']",AO0808-002,4.4,28.0,80.0,54.0,12.0,,
358,0,['White/Pink Prime/White'],DV3809-100,4.6,59.0,84.0,71.5,8.0,,
359,26,"['Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color']",HF0004-900,,,,,,,
360,1,['Black/Iron Grey'],DC9093-001,4.7,52.0,92.0,48.45,74.0,1.0,1.35
361,12,"['White/Sail/Gum Light Brown/Light Blue', 'White/Luminous Green/High Voltage', 'White/Pure Platinum/Metallic Silver', 'Black/White']",DV2019-101,4.3,34.0,84.0,40.57,27.0,1.0,3.7
362,9,"['Noble Red/Desert Berry/Medium Soft Pink/Ice Peach', 'Geode Teal/Purple Ink/Jade Ice/Stadium Green', 'Fossil Stone/Desert Berry/Guava Ice/Celestial Gold', 'Black/Black/Black', 'Black/White/White/Black', 'Malachite/Medium Soft Pink/Coconut Milk/Malachite', 'Phantom/Ice Peach/Blue Lightning', 'White/Black']",DZ7533-002,4.5,29.0,75.0,53.38,57.0,32.0,56.14
363,15,"['White/Sky J Light Olive/Galactic Jade', 'Sail/Black/Brown Kelp', 'Sail/Wolf Grey/Red Stardust', 'Sail/Ozone Blue/Sky J French Blue', 'Black/Muslin/Varsity Royal']",FB2269-103,4.7,50.0,67.0,72.33,3.0,3.0,100.0
364,5,"['Summit White/Solar Flare/Medium Soft Pink/Hyper Pink', 'Sail/Worn Blue/Vivid Green/Arctic Orange', 'White/Bright Crimson/Photo Blue/Black', 'Moon Fossil/Rattan/Photon Dust/Dutch Blue', 'White/Mica Green/Photon Dust/Obsidian', 'White/Pure Platinum', 'White/Hyper Pink/Vivid Purple/Black', 'Phantom/Velvet Brown/Light Bone/Light Curry', 'Black/Anthracite/Black']",DV2220-100,0,,,,0.0,,
365,23,"['Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color']",FQ7223-905,,,,,,,
366,0,['White/Phantom/Total Orange/Black'],FD8357-100,0,,,,0.0,,
367,15,"['Sea Glass/Sesame/Summit White/Deep Jungle', 'Light Smoke Grey/Photon Dust/Black', 'University Red/Mystic Red/Black', 'Black/Iron Grey/White', 'Midnight Navy/White/Black', 'White/Photon Dust/Black']",DV0496-006,4.7,,,,25.0,,
368,19,"['White/White/White/Black', 'White/White/White/White', 'Black/Black/Black/Black']",DH7505-101,4.6,45.0,73.0,40.24,110.0,3.0,2.73
369,20,"['Sail/Light Lemon Twist/Fierce Pink', 'Racer Blue/Safety Orange/White']",DR2741-100,5,50.0,50.0,37.5,8.0,1.0,12.5
370,22,"['Black', 'Navy', 'White']",M9697-410,4.9,75.0,75.0,75.0,7.0,,
371,17,"['White/Gum Light Brown/University Red', 'White/Gum Light Brown/Game Royal', 'White/Gum Light Brown/Black', 'Black/Gum Light Brown/White']",CI2955-160,4,40.0,80.0,52.12,11.0,4.0,36.36
372,22,['Football Grey/White/Luminous Green/Black'],FV6149-001,0,,,,0.0,,
373,22,['Multi-Color/Multi-Color/Multi-Color'],FN0569-900,,,,,,,
374,22,['Rugged Orange/Ice Peach/Sail/Light Lemon Twist'],FV1894-800,0,,,,0.0,,
375,2,['Photon Dust/Light Smoke Grey/Midnight Navy/White'],FN0564-001,0,,,,0.0,,
376,22,"['White/Black/Black', 'Black/White/White', 'Game Royal/White/Metallic Silver', 'Black/White/Metallic Silver', 'White/Wolf Grey/Metallic Gold']",325256-401,4.8,50.0,100.0,51.11,30.0,1.0,3.33
377,5,"['Midnight Navy/Midnight Navy/Black/Noise Aqua', 'Baroque Brown/Baroque Brown/White/Adobe', 'Black/White/White/White', 'Summit White/Summit White/White/Laser Orange', 'Oxen Brown/Oxen Brown/Gum Dark Brown/Black', 'Black/Black/Sail/White']",864349-204,4.6,46.0,84.0,48.18,55.0,8.0,14.55
378,0,[None],,,,,,,,
379,10,"['Black/Bright Concord/Aquatone/True Red', 'White/University Red/Metallic Gold/Black', 'Light Marine/Royal Pulse/Flash Crimson/Astronomy Blue', 'White/Siren Red/Black']",DZ3356-500,4.7,52.0,100.0,69.03,49.0,27.0,55.1
380,16,"['Racer Blue/Lime Blast/Safety Orange/White', 'Anthracite/Black/Light Lemon Twist/Fierce Pink']",685135-004,4.5,50.0,100.0,75.0,22.0,,
381,26,['Multi-Color/Multi-Color/Multi-Color'],FJ4036-900,,,,,,,
382,15,['White/Metallic Silver/Mist Blue/Cherry'],394053-101,0,,,,0.0,,
383,1,"['Pale Vanilla/Coral Chalk/Blue Lightning', 'White/Black/Stadium Green/Oxygen Purple', 'Ironstone/Cobblestone/Sail/Orange Trance', 'Laser Blue/Light Menta/Glacier Blue/Lilac', 'Indigo Haze/Blue Tint/Baltic Blue/Space Purple']",DJ6149-400,4.8,53.0,91.0,48.99,135.0,4.0,2.96
384,15,"['Cedar/Sail/Cedar', 'Summit White/Phantom/Light Cream/White']",DR2948-600,4.6,54.0,81.0,46.49,67.0,3.0,4.48
385,15,"['Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color']",FJ8901-900,,,,,,,
386,8,"['White/Sail/Gum Light Brown/White', 'Black/Medium Ash/Gum Light Brown/Black', 'Sail/Pale Vanilla/Gum Medium Brown/College Grey']",FB9894-100,4.5,34.0,75.0,64.11,6.0,5.0,83.33
387,15,"['Sail/Dark Grey/White/Off Noir', 'White/White/White', 'White/Galactic Jade', 'Wolf Grey/Black/White/Gym Red', 'Pure Platinum/White/Sky J Orange', 'Black/Black/White', 'Black/Sail/Gym Red']",DC0774-102,4.8,,,,411.0,,
388,8,"['Black/Anthracite', 'Light Taupe/Medium Olive/Black/Light Bone']",537345-001,4.4,20.0,83.0,39.89,18.0,3.0,16.67
389,17,"['Black/Anthracite/Light Lemon Twist/Fierce Pink', 'White/Racer Blue/Lime Blast/White']",AJ8119-002,3.7,50.0,75.0,62.5,6.0,,
390,16,['Hot Punch/Track Red/Coral Chalk/Black'],FQ9395-600,5,50.0,100.0,83.33,1.0,1.0,100.0
391,3,"['White/Summit White/Phantom/Black', 'Black/White']",BQ4153-100,4.7,38.0,95.0,45.71,291.0,12.0,4.12
392,23,['Football Grey/White/Luminous Green/Black'],FV6147-001,0,,,,0.0,,
393,18,['White/Pure Platinum/Metallic Gold'],FN7481-100,4.3,43.0,93.0,67.56,9.0,6.0,66.67
394,2,"['Legend Pink/Legend Pink', 'Cacao Wow/Cacao Wow', 'Team Gold/Team Gold', 'Yellow Pulse/Yellow Pulse', 'Black/Black', 'Pistachio Frost/Pistachio Frost', 'Off White/Off White']",DQ8992-001,4.4,88.0,88.0,65.33,5.0,1.0,20.0
395,2,['Black/Lilac Ice/Hydrogen Blue/Orange Chalk'],FD8701-001,4,25.0,50.0,58.33,2.0,2.0,100.0
396,15,"['Bordeaux/Cedar/Bordeaux', 'Black/Anthracite/Black', 'Light Orewood Brown/Phantom/Light Orewood Brown', 'Deep Royal Blue/Royal Pulse/Deep Royal Blue', 'Fierce Pink/Red Stardust/Fierce Pink', 'White/Platinum Tint/White']",FJ9822-601,,,,,,,
397,0,"['White/Platinum Tint/Team Orange/Black', 'Black/Dark Smoke Grey/White']",DZ5217-100,2.7,,34.0,34.0,3.0,,
398,12,"['Black/Black/Gum Light Brown/White', 'Black/Black/White', 'University Red/Black/White/White', 'Summit White/Summit White/Sanddrift/Action Grape']",DM3493-002,4.8,52.0,87.0,69.5,150.0,,
399,0,[None],,,,,,,,
400,9,['Black/Lapis/Bright Mango/Flash Crimson'],DC8794-002,4.6,49.0,92.0,47.29,114.0,1.0,0.88
401,17,"['Racer Blue/Safety Orange/Black/White', 'Anthracite/Black/Light Lemon Twist/Fierce Pink']",685134-400,4.3,,50.0,50.0,13.0,,
402,2,"['Light Orewood Brown/Black/Barely Green/Light Menta', 'White/Black/Total Orange']",DN1772-108,4.8,35.0,89.0,41.96,214.0,4.0,1.87
403,16,"['Black/University Red/White/Metallic Silver', 'University Gold/University Gold/White/Game Royal']",FN4182-001,5,50.0,100.0,83.33,1.0,1.0,100.0
404,24,"['Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color']",FJ8890-900,,,,,,,
405,4,['White/Racer Blue/Atomic Green/Black'],DV2185-100,5,75.0,100.0,87.5,2.0,,
406,0,['Black/Light Smoke Grey/Dark Smoke Grey/Black'],CW4439-011,4.6,100.0,100.0,100.0,30.0,,
407,15,"['Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color']",DO7433-900,,,,,,,
408,1,['Grain/Fossil Rose/Fuel Orange/Bicoastal'],DQ7605-200,4.1,34.0,17.0,25.5,17.0,,
409,15,['Fireberry/Multi-Color/Fierce Pink/Metallic Red Bronze'],FB7065-600,0,,,,0.0,,
410,22,"['Black/Sail/Volt', 'Black/Gym Red/University Red']",DJ7552-009,5,50.0,100.0,54.17,8.0,1.0,12.5
411,5,['Alabaster/Earth/Night Maroon/Rosewood'],FD0794-700,3.6,14.0,47.0,40.7,18.0,11.0,61.11
412,15,['White/Sundial/Clear Jade'],DX4260-100,5,,,,3.0,,
413,0,[None],,,,,,,,
414,2,"['Black/Black/White', 'White/White/Black', 'White/Bright Crimson/Pink Blast/Black']",DJ4487-121,3.8,25.0,25.0,20.83,8.0,1.0,12.5
415,3,"['Sail/Harvest Moon/Hot Curry/Canyon Purple', 'Summit White/Sail/Black/White', 'Cinnabar/Lapis/Sanddrift/Yellow Ochre']",DQ5012-133,5,34.0,100.0,52.07,9.0,2.0,22.22
416,4,"['University Red/Black/Clear/White', 'White/Black/Varsity Red', 'Black/Black/Clear/White']",FJ6035-600,4.2,40.0,70.0,63.33,5.0,4.0,80.0
417,3,"['Black/White', 'White/White/White']",CD5436-100,4.7,,,,70.0,,
418,23,['White/Summit White/Gum Light Brown/Metallic Gold'],DJ4473-170,5,,,,1.0,,
419,1,['Vachetta Tan/Sanddrift/Gum Medium Brown/White'],DZ2832-200,4.7,67.0,84.0,75.5,3.0,,
420,24,['Multi-Color/Multi-Color'],CU1724-960,,,,,,,
421,15,['Black/Black/Black/Anthracite'],DJ4702-002,5,50.0,100.0,63.89,12.0,5.0,41.67
422,10,['Lime Blast/Indigo Force/Noise Aqua'],DZ1725-300,4,50.0,100.0,83.33,1.0,1.0,100.0
423,6,"['Safety Orange/Citron Tint/Citron Tint', 'Summit White/Pure Platinum/Indigo Storm', 'Summit White/Summit White/Pure Platinum']",DX6779-100,2,,,,2.0,,
424,15,['Cone/Brilliant Orange/Melon Tint/Black'],FQ9008-800,4,50.0,67.0,55.67,4.0,2.0,50.0
425,0,"['Midnight Navy/Football Grey/Anthracite/Black', 'Summit White/Pure Platinum/Summit White/University Red', 'University Red/University Gold/Summit White/Midnight Navy']",FD5113-400,4.2,50.0,70.0,66.67,5.0,4.0,80.0
426,1,"['Black/Gunsmoke/Black', 'Rugged Orange/Armory Navy/Summit White/Rugged Orange']",DC8892-001,4.4,54.0,97.0,51.04,47.0,1.0,2.13
427,13,"['Skylight/Skylight/White/University Red', 'Black/Black/White/White', 'Hot Punch/Hot Punch/Hot Punch/White', 'Game Royal/Game Royal/Game Royal/White', 'University Red/University Red/University Red/White', 'Summit White/Tour Yellow/Lucky Green/Black', 'Black/Black/Summit White/White', 'Enamel Green/Enamel Green/White/White', 'White/Summit White/Hyper Pink/Black']",DV7896-600,4.2,40.0,72.0,38.16,81.0,2.0,2.47
428,1,"['Guava Ice/Rush Fuchsia/Vivid Sulfur/White', 'Pearl Pink/White/Coral Chalk/Midnight Navy', 'Black/Off Noir/Neptune Green/Light Thistle', 'Black/Anthracite/White']",DA7698-004,4.6,49.0,92.0,49.0,267.0,16.0,5.99
429,0,[None],,,,,,,,
430,5,['White/Grey Fog/Metallic Silver'],DH0222-101,4.3,50.0,77.0,63.5,20.0,,
431,3,"['Summit White/Cave Purple/Metallic Gold/Summit White', 'Lapis/Metallic Gold/Lapis']",DR9842-400,4,50.0,67.0,58.5,4.0,,
432,22,['Multi-Color/Multi-Color/Multi-Color'],FN0569-900,,,,,,,
433,11,"['White/University Red/Black/Black', 'Black/Black/Black/University Red', 'Baroque Brown/Black/Obsidian', 'White/White/Black/Black', 'Orange/Orange/Black/Blue Jay', 'Black/Black/Black/Black']",DZ5648-100,3.9,20.0,30.0,21.43,21.0,3.0,14.29
434,15,"['White/Total Orange/Laser Orange/Black', 'Black/Dark Smoke Grey/White/Metallic Silver', 'Volt/Black/Hyper Pink/White']",DX7992-700,4.9,57.0,84.0,57.42,16.0,5.0,31.25
435,3,['Sesame/Sanddrift/Gum Light Brown/Sail'],CW9705-200,4.9,47.0,100.0,51.33,143.0,10.0,6.99
436,15,['White/Cool Grey/Black/White'],BQ3378-100,4.5,,,,4.0,,
437,0,['White/Medium Blue/Siren Red/Black'],DH1270-100,4.6,,,,85.0,,
438,0,[None],,,,,,,,
439,15,"['Brown Kelp/Sail/Sky J Light Olive', 'White/White/Blue Tint/Rush Fuchsia', 'Sky J Orange/Sail', 'Celestial Gold/Sail/Muslin', 'Sport Spice/Coconut Milk/Black']",FB9893-300,4.1,50.0,84.0,68.48,7.0,5.0,71.43
440,15,['Multi-Color/Multi-Color/Multi-Color'],DV3907-900,,,,,,,
441,17,"['Phantom/Light Bone/Black', 'Atomic Orange/Ice Peach/Peach Cream/White']",DZ2616-800,4.3,50.0,79.0,59.94,61.0,31.0,50.82
442,0,[None],,,,,,,,
443,26,['Multi-Color/Multi-Color'],FB2390-900,,,,,,,
444,17,"['Stone/Light Bone/Summit White/Stone', 'Dark Smoke Grey/Iron Grey/Smoke Grey/Dark Smoke Grey']",DZ3544-200,4.5,48.0,84.0,77.33,21.0,21.0,100.0
445,18,['Football Grey/White/Luminous Green/Black'],FV6148-001,0,,,,0.0,,
446,4,['Burnt Sunrise/Black/Gum Medium Brown/Pink Prime'],DC3579-800,4.3,53.0,84.0,47.03,49.0,2.0,4.08
447,14,"['White/Barely Green/Gum Light Brown/Spring Green', 'Multi-Color/Sail/Habanero Red/White', 'White/University Blue']",FJ4547-100,4.8,50.0,100.0,75.0,55.0,,
448,2,['Ivory'],A04955C-101,0,,,,0.0,,
449,1,"['Black/Black', 'Vast Grey/Black/Sail/Vast Grey', 'Worn Blue/Dutch Blue/Mystic Navy/Football Grey']",FB9149-400,0,,,,0.0,,
450,0,[None],,,,,,,,
451,11,"['White/Sail/Black/White', 'Topaz Gold/Sail/Metallic Gold/Topaz Gold']",DX5550-700,4.5,25.0,75.0,37.14,35.0,4.0,11.43
452,8,['Sail/Phantom/Indigo Haze/Oxygen Purple'],DV6841-100,4.3,46.0,80.0,42.76,44.0,1.0,2.27
453,10,['Black/Tech Grey/White/Muslin'],CZ0775-001,4.9,,,,70.0,,
454,21,"['Hyper Pink/Laser Orange/Black', 'Sail/Light Lemon Twist/Guava Ice/Fierce Pink', 'Racer Blue/Safety Orange/Lime Blast/White', 'Gym Red/Black/Night Maroon/White']",CV0400-400,4.9,42.0,92.0,45.71,32.0,1.0,3.12
455,6,"['White/Platinum Tint/Metallic Summit White/Team Orange', 'Iris Whisper/Summit White/Light Madder Root/Madder Root', 'Light Soft Pink/Light Orewood Brown/Metallic Silver']",DZ4701-600,4.6,50.0,91.0,47.48,555.0,8.0,1.44
456,0,[None],,,,,,,,
457,0,[None],,,,,,,,
458,21,"['Anthracite/Black/Fierce Pink', 'Racer Blue/Safety Orange/White']",CT0079-400,4.5,42.0,59.0,50.5,19.0,,
459,10,"['Black/Laser Orange/Citron Pulse/White', 'White/Cement Grey/Pure Platinum/University Red', 'Mint Foam/Psychic Purple/Flash Crimson/Concord']",DR0675-300,3.6,27.0,54.0,44.78,15.0,8.0,53.33
460,1,['White/Sail/Lemon Wash/Multi-Color'],DO9458-100,4.9,34.0,84.0,59.0,57.0,,
461,15,"['White/Black/White', 'Black/Dark Grey/White']",844994-002,4.7,49.0,86.0,45.07,462.0,1.0,0.22
462,0,['Sail/Pink Oxford/Sail/Sanddrift'],DZ2794-102,,,,,,,
463,22,['Multi-Color/Multi-Color/Multi-Color'],FN0569-900,,,,,,,
464,15,"['Light Orewood Brown/Volt/Black/White', 'White/Night Maroon/Siren Red/Red Stardust']",DQ4124-106,4.3,43.0,64.0,36.47,83.0,2.0,2.41
465,18,['White/White/Pure Platinum'],943790-100,4.6,25.0,50.0,37.5,96.0,,
466,2,['Black/Tour Yellow/University Red/White'],FV5914-010,5,50.0,100.0,83.33,1.0,1.0,100.0
467,19,"['Sail/Hyper Pink/Laser Blue/White', 'White/Pure Platinum/Wolf Grey/White', 'Black/Light Smoke Grey/Dark Smoke Grey/Black']",CW4440-011,4.4,,50.0,50.0,37.0,,
468,15,['Cargo Khaki/Medium Olive/Campfire Orange/Sesame'],FD0211-300,5,50.0,100.0,83.33,3.0,3.0,100.0
469,11,['White/Team Orange/Black'],DD0161-100,4.8,,,,32.0,,
470,15,['Black/White'],FN7999-001,0,,,,0.0,,
471,24,"['White/White/Black', 'White/White/Metallic Vivid Gold']",FD0089-101,0,,,,0.0,,
472,17,['Multi-Color/Multi-Color/Multi-Color'],FN6743-900,,,,,,,
473,7,['Summit White/Clear Jade/Baltic Blue/Summit White'],DX4220-100,3.5,30.0,47.0,47.24,17.0,11.0,64.71
474,5,['Black/Dark Grey/Black'],CT2904-002,4.2,34.0,82.0,45.87,37.0,8.0,21.62
475,15,"['Sail/Light Orewood Brown/Coconut Milk/Campfire Orange', 'Anthracite/Black/Light Smoke Grey', 'Monarch/Light Bone/Sail/Black', 'Oil Green/Fir/Coconut Milk/Black', 'White/Summit White/Photon Dust/White', 'Cacao Wow/Bronzine/Black', 'Phantom/Phantom/Light Orewood Brown', 'Light Silver/Sail/Flat Pewter/Mica Green']",FQ8107-133,0,,,,0.0,,
476,1,['Black/Rose Gold'],343881-007,4.6,39.0,85.0,41.44,969.0,3.0,0.31
477,0,[None],,,,,,,,
478,13,['Black/White'],FB2200-001,0,,,,0.0,,
479,15,['Fireberry/Black/Metallic Rose Gold/Multi-Color'],FB7054-600,0,,,,0.0,,
480,0,['Dark Atomic Teal/Sail/Geode Teal/Dark Atomic Teal'],DZ5226-300,4.5,25.0,88.0,71.0,4.0,4.0,100.0
481,1,"['Hyper Blue/Black/Sky Blue/Chamois', 'Sesame/White/Black/Bright Mandarin', 'Black/White/Cobalt Bliss/Action Grape', 'White/University Red/Wolf Grey/Black', 'Washed Teal/Mint Foam/Black/University Red', 'Multi-Color/Multi-Color', 'Black/White/Black']",DM9554-900,4.8,50.0,90.0,70.0,45.0,,
482,2,['Medium Brown/Mushroom/Muslin/Mint Foam'],FD5088-200,4.9,43.0,65.0,54.0,10.0,,
483,4,['Black/Black/Metallic Gold'],DO1850-007,4.5,60.0,75.0,67.5,18.0,,
484,22,"['White/White/Phantom/Metallic Silver', 'Black/Black/Anthracite/Metallic Silver']",DR0424-001,4.4,70.0,92.0,64.0,20.0,6.0,30.0
485,26,['Multi-Color/Multi-Color'],HF0004-900,,,,,,,
486,26,['Multi-Color/Multi-Color'],FB2390-900,,,,,,,
487,0,['Black/Volt/Mint Foam/Cave Purple'],DV9193-001,0,,,,0.0,,
488,0,"['White/Yellow Ochre/Neptune Green', 'Summit White/Pale Ivory/Light Smoke Grey/White']",DX3313-100,5,50.0,100.0,75.0,4.0,,
489,21,"['Haystack/Velvet Brown/Haystack', 'Black/Black/Black']",454350-700,4.7,49.0,95.0,48.9,408.0,11.0,2.7
490,2,"['Black/White', 'Pearl White/Vivid Sky']",CZ9907-003,4.3,39.0,77.0,40.89,75.0,5.0,6.67
491,0,['Black/Dark Smoke Grey/Smoke Grey/White'],DC8184-001,4.6,42.0,83.0,41.93,128.0,1.0,0.78
492,4,['Black/Midnight Fog/Midas Gold/Bordeaux'],DD6958-001,4.7,42.0,74.0,39.76,183.0,6.0,3.28
493,6,"['Black/Black/White/Anthracite', 'Night Maroon/Night Maroon/White/Rosewood']",DV7898-600,3.8,25.0,75.0,50.0,4.0,,
494,0,[None],,,,,,,,
495,26,"['Black/Volt/White', 'Ashen Slate/Diffused Blue/University Blue/White', 'Sail/Bicoastal/Campfire Orange/Safety Orange', 'Black/University Red/Lime Blast/White', 'White/Light Smoke Grey/Black', 'Black/Field Purple/University Gold']",FB2239-002,4.2,19.0,73.0,54.8,29.0,21.0,72.41
496,5,['Black/Gum Light Brown/White'],BQ9138-001,3.2,34.0,17.0,19.38,14.0,1.0,7.14
497,11,['White/White/Black/Metallic Silver'],FQ6873-101,3,50.0,100.0,75.0,1.0,,
498,0,"['True Blue/Sail/Topaz Gold', 'Bleached Aqua/White']",DO5047-411,4.8,42.0,79.0,64.89,19.0,14.0,73.68
499,22,['Multi-Color/Multi-Color'],FJ8893-900,,,,,,,
500,0,[None],,,,,,,,
501,15,['White/Sail/Peach/Habanero Red'],CZ1055-101,4.6,47.0,66.0,38.94,707.0,27.0,3.82
502,13,['Monarch/Sundial/Clear Jade/Summit White'],FQ4298-800,4.3,38.0,88.0,75.33,4.0,4.0,100.0
503,17,['Team Red/White/Black/White'],CI1172-601,4.6,50.0,79.0,64.5,98.0,,
504,24,['Black/Coconut Milk/University Red/Tour Yellow'],FV6079-001,5,50.0,100.0,83.33,1.0,1.0,100.0
505,15,['Racer Blue/Lime Blast/Safety Orange/White'],806561-400,4.7,50.0,88.0,69.0,15.0,,
506,14,"['Black/Sail/Reflect Silver/Black', 'Ale Brown/Sail/Velvet Brown/Ale Brown']",859550-200,4.6,38.0,92.0,45.42,32.0,2.0,6.25
507,12,['Coconut Milk/Gum Light Brown/Sesame/Volt'],FB7076-100,0,,,,0.0,,
508,8,['Phantom/Summit White'],AO3108-006,4.4,59.0,71.0,45.19,54.0,3.0,5.56
509,13,"['Anthracite/Black/Light Lemon Twist/Fierce Pink', 'Racer Blue/Safety Orange/Black/White']",685131-004,4.2,42.0,61.0,35.78,23.0,1.0,4.35
510,9,"['Light Bone/White/Light Iron Ore/Light Bone', 'Black/White']",397690-018,4,,100.0,100.0,1.0,,
511,2,['White/White/Black'],DD1391-100,4.7,46.0,68.0,39.05,350.0,11.0,3.14
512,8,"['Black/Black/White', 'Sea Glass/Sea Glass']",FJ2596-002,0,,,,0.0,,
513,15,['Multi-Color/Multi-Color'],FB2392-900,,,,,,,
514,11,['Black/White/Varsity Maize'],FN4216-001,0,,,,0.0,,
515,10,"['Smokey Mauve/Platinum Violet/Black', 'Light Silver/Guava Ice/Mica Green/Pale Ivory', 'Pink Oxford/Diffused Taupe/Pearl Pink/White']",DZ2540-600,4.5,41.0,80.0,43.11,24.0,2.0,8.33
516,22,"['Sail/Vintage Green/Sesame', 'Blue Tint/White/Disco Purple/Polar', 'White/University Red/Wolf Grey/Obsidian', 'Summit White/Opti Yellow/Sail/White', 'Celestine Blue/Arctic Orange/Teal Tint/Off Noir', 'Pearl Pink/White/Pearl Pink/Coral Chalk', 'Summit White/Bright Mandarin/Action Grape/Black']",FZ3597-133,0,,,,0.0,,
517,13,['Pink Foam/Sail/Burgundy Crush/Team Red'],FN7196-663,5,50.0,100.0,83.33,1.0,1.0,100.0
518,26,['Multi-Color/Multi-Color'],HF0004-900,,,,,,,
519,11,['Mystic Red/Metallic Platinum/Reflect Silver/Mystic Red'],FN7778-600,5,50.0,100.0,66.67,4.0,2.0,50.0
520,3,"['Black/Cardinal Red/White/Vivid Orange', 'Magic Ember/White/Black/Sundial', 'Black/White/Sail/Taxi', 'Black/Sesame/Fire Red/Multi-Color']",FJ4923-008,5,48.0,80.0,67.92,33.0,25.0,75.76
